tema,indicador,periodo,categoria,valor,unidade,territorio,nivel_geografico,status_publicacao,fonte_aba,referencia,fonte_url,data_extracao,observacao
mudas,bandejas_por_cultura,2026-01,Salsa,8,bandejas,Campo Grande (MS),municipio,apto_com_ressalva,Janeiro26,H4:Q40,https://docs.google.com/spreadsheets/d/1u-nbp0DMjL0y5a2A-klO4wXbzHVN5Mrylr_OM6z8Iy0/edit#gid=1934321417,2026-09-17,Soma dos registros individuais; fecha com o total de bandejas da aba.
mudas,entregas_registradas,2026-02,Total,10,entregas,Campo Grande (MS),municipio,apto_com_ressalva,Feveireiro26,A4:Q40,https://docs.google.com/spreadsheets/d/1u-nbp0DMjL0y5a2A-klO4wXbzHVN5Mrylr_OM6z8Iy0/edit#gid=1163698042,2026-09-17,Somado dos lançamentos da aba mensal; entregas não equivalem a beneficiários únicos. O painel-resumo diverge.
mudas,bandejas_entregues,2026-02,Total,62,bandejas,Campo Grande (MS),municipio,apto_com_ressalva,Feveireiro26,A4:Q40,https://docs.google.com/spreadsheets/d/1u-nbp0DMjL0y5a2A-klO4wXbzHVN5Mrylr_OM6z8Iy0/edit#gid=1163698042,2026-09-17,Somado dos lançamentos da aba mensal; entregas não equivalem a beneficiários únicos. O painel-resumo diverge.
mudas,mudas_entregues,2026-02,Total,14000,mudas,Campo Grande (MS),municipio,apto_com_ressalva,Feveireiro26,A4:Q40,https://docs.google.com/spreadsheets/d/1u-nbp0DMjL0y5a2A-klO4wXbzHVN5Mrylr_OM6z8Iy0/edit#gid=1163698042,2026-09-17,Somado dos lançamentos da aba mensal; entregas não equivalem a beneficiários únicos. O painel-resumo diverge.
mudas,bandejas_por_cultura,2026-02,Alface Americana,7,bandejas,Campo Grande (MS),municipio,apto_com_ressalva,Feveireiro26,H4:Q40,https://docs.google.com/spreadsheets/d/1u-nbp0DMjL0y5a2A-klO4wXbzHVN5Mrylr_OM6z8Iy0/edit#gid=1163698042,2026-09-17,Soma dos registros individuais; fecha com o total de bandejas da aba.
mudas,bandejas_por_cultura,2026-02,Alface Crespa,12,bandejas,Campo Grande (MS),municipio,apto_com_ressalva,Feveireiro26,H4:Q40,https://docs.google.com/spreadsheets/d/1u-nbp0DMjL0y5a2A-klO4wXbzHVN5Mrylr_OM6z8Iy0/edit#gid=1163698042,2026-09-17,Soma dos registros individuais; fecha com o total de bandejas da aba.
mudas,bandejas_por_cultura,2026-02,Almeirão,3,bandejas,Campo Grande (MS),municipio,apto_com_ressalva,Feveireiro26,H4:Q40,https://docs.google.com/spreadsheets/d/1u-nbp0DMjL0y5a2A-klO4wXbzHVN5Mrylr_OM6z8Iy0/edit#gid=1163698042,2026-09-17,Soma dos registros individuais; fecha com o total de bandejas da aba.
mudas,bandejas_por_cultura,2026-02,Cebolinha,11,bandejas,Campo Grande (MS),municipio,apto_com_ressalva,Feveireiro26,H4:Q40,https://docs.google.com/spreadsheets/d/1u-nbp0DMjL0y5a2A-klO4wXbzHVN5Mrylr_OM6z8Iy0/edit#gid=1163698042,2026-09-17,Soma dos registros individuais; fecha com o total de bandejas da aba.
mudas,bandejas_por_cultura,2026-02,Coentro,8,bandejas,Campo Grande (MS),municipio,apto_com_ressalva,Feveireiro26,H4:Q40,https://docs.google.com/spreadsheets/d/1u-nbp0DMjL0y5a2A-klO4wXbzHVN5Mrylr_OM6z8Iy0/edit#gid=1163698042,2026-09-17,Soma dos registros individuais; fecha com o total de bandejas da aba.
mudas,bandejas_por_cultura,2026-02,Couve,6,bandejas,Campo Grande (MS),municipio,apto_com_ressalva,Feveireiro26,H4:Q40,https://docs.google.com/spreadsheets/d/1u-nbp0DMjL0y5a2A-klO4wXbzHVN5Mrylr_OM6z8Iy0/edit#gid=1163698042,2026-09-17,Soma dos registros individuais; fecha com o total de bandejas da aba.
mudas,bandejas_por_cultura,2026-02,Rúcula,6,bandejas,Campo Grande (MS),municipio,apto_com_ressalva,Feveireiro26,H4:Q40,https://docs.google.com/spreadsheets/d/1u-nbp0DMjL0y5a2A-klO4wXbzHVN5Mrylr_OM6z8Iy0/edit#gid=1163698042,2026-09-17,Soma dos registros individuais; fecha com o total de bandejas da aba.
mudas,bandejas_por_cultura,2026-02,Salsa,9,bandejas,Campo Grande (MS),municipio,apto_com_ressalva,Feveireiro26,H4:Q40,https://docs.google.com/spreadsheets/d/1u-nbp0DMjL0y5a2A-klO4wXbzHVN5Mrylr_OM6z8Iy0/edit#gid=1163698042,2026-09-17,Soma dos registros individuais; fecha com o total de bandejas da aba.
mudas,entregas_registradas,2026-03,Total,9,entregas,Campo Grande (MS),municipio,apto_com_ressalva,março26,A4:Q40,https://docs.google.com/spreadsheets/d/1u-nbp0DMjL0y5a2A-klO4wXbzHVN5Mrylr_OM6z8Iy0/edit#gid=1740722388,2026-09-17,Somado dos lançamentos da aba mensal; entregas não equivalem a beneficiários únicos. O painel-resumo diverge.
mudas,bandejas_entregues,2026-03,Total,65,bandejas,Campo Grande (MS),municipio,apto_com_ressalva,março26,A4:Q40,https://docs.google.com/spreadsheets/d/1u-nbp0DMjL0y5a2A-klO4wXbzHVN5Mrylr_OM6z8Iy0/edit#gid=1740722388,2026-09-17,Somado dos lançamentos da aba mensal; entregas não equivalem a beneficiários únicos. O painel-resumo diverge.
mudas,mudas_entregues,2026-03,Total,14000,mudas,Campo Grande (MS),municipio,apto_com_ressalva,março26,A4:Q40,https://docs.google.com/spreadsheets/d/1u-nbp0DMjL0y5a2A-klO4wXbzHVN5Mrylr_OM6z8Iy0/edit#gid=1740722388,2026-09-17,Somado dos lançamentos da aba mensal; entregas não equivalem a beneficiários únicos. O painel-resumo diverge.
mudas,bandejas_por_cultura,2026-03,Alface Americana,8,bandejas,Campo Grande (MS),municipio,apto_com_ressalva,março26,H4:Q40,https://docs.google.com/spreadsheets/d/1u-nbp0DMjL0y5a2A-klO4wXbzHVN5Mrylr_OM6z8Iy0/edit#gid=1740722388,2026-09-17,Soma dos registros individuais; fecha com o total de bandejas da aba.
mudas,bandejas_por_cultura,2026-03,Alface Crespa,14,bandejas,Campo Grande (MS),municipio,apto_com_ressalva,março26,H4:Q40,https://docs.google.com/spreadsheets/d/1u-nbp0DMjL0y5a2A-klO4wXbzHVN5Mrylr_OM6z8Iy0/edit#gid=1740722388,2026-09-17,Soma dos registros individuais; fecha com o total de bandejas da aba.
mudas,bandejas_por_cultura,2026-03,Almeirão,5,bandejas,Campo Grande (MS),municipio,apto_com_ressalva,março26,H4:Q40,https://docs.google.com/spreadsheets/d/1u-nbp0DMjL0y5a2A-klO4wXbzHVN5Mrylr_OM6z8Iy0/edit#gid=1740722388,2026-09-17,Soma dos registros individuais; fecha com o total de bandejas da aba.
mudas,bandejas_por_cultura,2026-03,Cebolinha,9,bandejas,Campo Grande (MS),municipio,apto_com_ressalva,março26,H4:Q40,https://docs.google.com/spreadsheets/d/1u-nbp0DMjL0y5a2A-klO4wXbzHVN5Mrylr_OM6z8Iy0/edit#gid=1740722388,2026-09-17,Soma dos registros individuais; fecha com o total de bandejas da aba.
mudas,bandejas_por_cultura,2026-03,Coentro,10,bandejas,Campo Grande (MS),municipio,apto_com_ressalva,março26,H4:Q40,https://docs.google.com/spreadsheets/d/1u-nbp0DMjL0y5a2A-klO4wXbzHVN5Mrylr_OM6z8Iy0/edit#gid=1740722388,2026-09-17,Soma dos registros individuais; fecha com o total de bandejas da aba.
mudas,bandejas_por_cultura,2026-03,Couve,6,bandejas,Campo Grande (MS),municipio,apto_com_ressalva,março26,H4:Q40,https://docs.google.com/spreadsheets/d/1u-nbp0DMjL0y5a2A-klO4wXbzHVN5Mrylr_OM6z8Iy0/edit#gid=1740722388,2026-09-17,Soma dos registros individuais; fecha com o total de bandejas da aba.
mudas,bandejas_por_cultura,2026-03,Rúcula,5,bandejas,Campo Grande (MS),municipio,apto_com_ressalva,março26,H4:Q40,https://docs.google.com/spreadsheets/d/1u-nbp0DMjL0y5a2A-klO4wXbzHVN5Mrylr_OM6z8Iy0/edit#gid=1740722388,2026-09-17,Soma dos registros individuais; fecha com o total de bandejas da aba.
mudas,bandejas_por_cultura,2026-03,Salsa,8,bandejas,Campo Grande (MS),municipio,apto_com_ressalva,março26,H4:Q40,https://docs.google.com/spreadsheets/d/1u-nbp0DMjL0y5a2A-klO4wXbzHVN5Mrylr_OM6z8Iy0/edit#gid=1740722388,2026-09-17,Soma dos registros individuais; fecha com o total de bandejas da aba.
mudas,entregas_registradas,2026-04,Total,10,entregas,Campo Grande (MS),municipio,apto_com_ressalva,abril26,A4:Q40,https://docs.google.com/spreadsheets/d/1u-nbp0DMjL0y5a2A-klO4wXbzHVN5Mrylr_OM6z8Iy0/edit#gid=194540191,2026-09-17,Somado dos lançamentos da aba mensal; entregas não equivalem a beneficiários únicos. O painel-resumo diverge.
mudas,bandejas_entregues,2026-04,Total,72,bandejas,Campo Grande (MS),municipio,apto_com_ressalva,abril26,A4:Q40,https://docs.google.com/spreadsheets/d/1u-nbp0DMjL0y5a2A-klO4wXbzHVN5Mrylr_OM6z8Iy0/edit#gid=194540191,2026-09-17,Somado dos lançamentos da aba mensal; entregas não equivalem a beneficiários únicos. O painel-resumo diverge.
mudas,mudas_entregues,2026-04,Total,15000,mudas,Campo Grande (MS),municipio,apto_com_ressalva,abril26,A4:Q40,https://docs.google.com/spreadsheets/d/1u-nbp0DMjL0y5a2A-klO4wXbzHVN5Mrylr_OM6z8Iy0/edit#gid=194540191,2026-09-17,Somado dos lançamentos da aba mensal; entregas não equivalem a beneficiários únicos. O painel-resumo diverge.
mudas,bandejas_por_cultura,2026-04,Alface Americana,9,bandejas,Campo Grande (MS),municipio,apto_com_ressalva,abril26,H4:Q40,https://docs.google.com/spreadsheets/d/1u-nbp0DMjL0y5a2A-klO4wXbzHVN5Mrylr_OM6z8Iy0/edit#gid=194540191,2026-09-17,Soma dos registros individuais; fecha com o total de bandejas da aba.
mudas,bandejas_por_cultura,2026-04,Alface Crespa,14,bandejas,Campo Grande (MS),municipio,apto_com_ressalva,abril26,H4:Q40,https://docs.google.com/spreadsheets/d/1u-nbp0DMjL0y5a2A-klO4wXbzHVN5Mrylr_OM6z8Iy0/edit#gid=194540191,2026-09-17,Soma dos registros individuais; fecha com o total de bandejas da aba.
mudas,bandejas_por_cultura,2026-04,Almeirão,3,bandejas,Campo Grande (MS),municipio,apto_com_ressalva,abril26,H4:Q40,https://docs.google.com/spreadsheets/d/1u-nbp0DMjL0y5a2A-klO4wXbzHVN5Mrylr_OM6z8Iy0/edit#gid=194540191,2026-09-17,Soma dos registros individuais; fecha com o total de bandejas da aba.
mudas,bandejas_por_cultura,2026-04,Cebolinha,13,bandejas,Campo Grande (MS),municipio,apto_com_ressalva,abril26,H4:Q40,https://docs.google.com/spreadsheets/d/1u-nbp0DMjL0y5a2A-klO4wXbzHVN5Mrylr_OM6z8Iy0/edit#gid=194540191,2026-09-17,Soma dos registros individuais; fecha com o total de bandejas da aba.
mudas,bandejas_por_cultura,2026-04,Coentro,9,bandejas,Campo Grande (MS),municipio,apto_com_ressalva,abril26,H4:Q40,https://docs.google.com/spreadsheets/d/1u-nbp0DMjL0y5a2A-klO4wXbzHVN5Mrylr_OM6z8Iy0/edit#gid=194540191,2026-09-17,Soma dos registros individuais; fecha com o total de bandejas da aba.
mudas,bandejas_por_cultura,2026-04,Couve,6,bandejas,Campo Grande (MS),municipio,apto_com_ressalva,abril26,H4:Q40,https://docs.google.com/spreadsheets/d/1u-nbp0DMjL0y5a2A-klO4wXbzHVN5Mrylr_OM6z8Iy0/edit#gid=194540191,2026-09-17,Soma dos registros individuais; fecha com o total de bandejas da aba.
mudas,bandejas_por_cultura,2026-04,Rúcula,7,bandejas,Campo Grande (MS),municipio,apto_com_ressalva,abril26,H4:Q40,https://docs.google.com/spreadsheets/d/1u-nbp0DMjL0y5a2A-klO4wXbzHVN5Mrylr_OM6z8Iy0/edit#gid=194540191,2026-09-17,Soma dos registros individuais; fecha com o total de bandejas da aba.
mudas,bandejas_por_cultura,2026-04,Salsa,11,bandejas,Campo Grande (MS),municipio,apto_com_ressalva,abril26,H4:Q40,https://docs.google.com/spreadsheets/d/1u-nbp0DMjL0y5a2A-klO4wXbzHVN5Mrylr_OM6z8Iy0/edit#gid=194540191,2026-09-17,Soma dos registros individuais; fecha com o total de bandejas da aba.
mudas,entregas_registradas,2026-05,Total,10,entregas,Campo Grande (MS),municipio,apto_com_ressalva,maio26,A4:Q40,https://docs.google.com/spreadsheets/d/1u-nbp0DMjL0y5a2A-klO4wXbzHVN5Mrylr_OM6z8Iy0/edit#gid=648748910,2026-09-17,Somado dos lançamentos da aba mensal; entregas não equivalem a beneficiários únicos. O painel-resumo diverge.
mudas,bandejas_entregues,2026-05,Total,78,bandejas,Campo Grande (MS),municipio,apto_com_ressalva,maio26,A4:Q40,https://docs.google.com/spreadsheets/d/1u-nbp0DMjL0y5a2A-klO4wXbzHVN5Mrylr_OM6z8Iy0/edit#gid=648748910,2026-09-17,Somado dos lançamentos da aba mensal; entregas não equivalem a beneficiários únicos. O painel-resumo diverge.
mudas,mudas_entregues,2026-05,Total,16000,mudas,Campo Grande (MS),municipio,apto_com_ressalva,maio26,A4:Q40,https://docs.google.com/spreadsheets/d/1u-nbp0DMjL0y5a2A-klO4wXbzHVN5Mrylr_OM6z8Iy0/edit#gid=648748910,2026-09-17,Somado dos lançamentos da aba mensal; entregas não equivalem a beneficiários únicos. O painel-resumo diverge.
mudas,bandejas_por_cultura,2026-05,Alface Americana,11,bandejas,Campo Grande (MS),municipio,apto_com_ressalva,maio26,H4:Q40,https://docs.google.com/spreadsheets/d/1u-nbp0DMjL0y5a2A-klO4wXbzHVN5Mrylr_OM6z8Iy0/edit#gid=648748910,2026-09-17,Soma dos registros individuais; fecha com o total de bandejas da aba.
mudas,bandejas_por_cultura,2026-05,Alface Crespa,16,bandejas,Campo Grande (MS),municipio,apto_com_ressalva,maio26,H4:Q40,https://docs.google.com/spreadsheets/d/1u-nbp0DMjL0y5a2A-klO4wXbzHVN5Mrylr_OM6z8Iy0/edit#gid=648748910,2026-09-17,Soma dos registros individuais; fecha com o total de bandejas da aba.
mudas,bandejas_por_cultura,2026-05,Almeirão,5,bandejas,Campo Grande (MS),municipio,apto_com_ressalva,maio26,H4:Q40,https://docs.google.com/spreadsheets/d/1u-nbp0DMjL0y5a2A-klO4wXbzHVN5Mrylr_OM6z8Iy0/edit#gid=648748910,2026-09-17,Soma dos registros individuais; fecha com o total de bandejas da aba.
mudas,bandejas_por_cultura,2026-05,Cebolinha,11,bandejas,Campo Grande (MS),municipio,apto_com_ressalva,maio26,H4:Q40,https://docs.google.com/spreadsheets/d/1u-nbp0DMjL0y5a2A-klO4wXbzHVN5Mrylr_OM6z8Iy0/edit#gid=648748910,2026-09-17,Soma dos registros individuais; fecha com o total de bandejas da aba.
mudas,bandejas_por_cultura,2026-05,Coentro,10,bandejas,Campo Grande (MS),municipio,apto_com_ressalva,maio26,H4:Q40,https://docs.google.com/spreadsheets/d/1u-nbp0DMjL0y5a2A-klO4wXbzHVN5Mrylr_OM6z8Iy0/edit#gid=648748910,2026-09-17,Soma dos registros individuais; fecha com o total de bandejas da aba.
mudas,bandejas_por_cultura,2026-05,Couve,10,bandejas,Campo Grande (MS),municipio,apto_com_ressalva,maio26,H4:Q40,https://docs.google.com/spreadsheets/d/1u-nbp0DMjL0y5a2A-klO4wXbzHVN5Mrylr_OM6z8Iy0/edit#gid=648748910,2026-09-17,Soma dos registros individuais; fecha com o total de bandejas da aba.
mudas,bandejas_por_cultura,2026-05,Rúcula,6,bandejas,Campo Grande (MS),municipio,apto_com_ressalva,maio26,H4:Q40,https://docs.google.com/spreadsheets/d/1u-nbp0DMjL0y5a2A-klO4wXbzHVN5Mrylr_OM6z8Iy0/edit#gid=648748910,2026-09-17,Soma dos registros individuais; fecha com o total de bandejas da aba.
mudas,bandejas_por_cultura,2026-05,Salsa,9,bandejas,Campo Grande (MS),municipio,apto_com_ressalva,maio26,H4:Q40,https://docs.google.com/spreadsheets/d/1u-nbp0DMjL0y5a2A-klO4wXbzHVN5Mrylr_OM6z8Iy0/edit#gid=648748910,2026-09-17,Soma dos registros individuais; fecha com o total de bandejas da aba.
mudas,entregas_registradas,2026-06,Total,11,entregas,Campo Grande (MS),municipio,apto_com_ressalva,junho26,A4:Q40,https://docs.google.com/spreadsheets/d/1u-nbp0DMjL0y5a2A-klO4wXbzHVN5Mrylr_OM6z8Iy0/edit#gid=39289967,2026-09-17,Somado dos lançamentos da aba mensal; entregas não equivalem a beneficiários únicos. O painel-resumo diverge.
mudas,bandejas_entregues,2026-06,Total,81,bandejas,Campo Grande (MS),municipio,apto_com_ressalva,junho26,A4:Q40,https://docs.google.com/spreadsheets/d/1u-nbp0DMjL0y5a2A-klO4wXbzHVN5Mrylr_OM6z8Iy0/edit#gid=39289967,2026-09-17,Somado dos lançamentos da aba mensal; entregas não equivalem a beneficiários únicos. O painel-resumo diverge.
mudas,mudas_entregues,2026-06,Total,18000,mudas,Campo Grande (MS),municipio,apto_com_ressalva,junho26,A4:Q40,https://docs.google.com/spreadsheets/d/1u-nbp0DMjL0y5a2A-klO4wXbzHVN5Mrylr_OM6z8Iy0/edit#gid=39289967,2026-09-17,Somado dos lançamentos da aba mensal; entregas não equivalem a beneficiários únicos. O painel-resumo diverge.
mudas,bandejas_por_cultura,2026-06,Alface Americana,13,bandejas,Campo Grande (MS),municipio,apto_com_ressalva,junho26,H4:Q40,https://docs.google.com/spreadsheets/d/1u-nbp0DMjL0y5a2A-klO4wXbzHVN5Mrylr_OM6z8Iy0/edit#gid=39289967,2026-09-17,Soma dos registros individuais; fecha com o total de bandejas da aba.
mudas,bandejas_por_cultura,2026-06,Alface Lisa,2,bandejas,Campo Grande (MS),municipio,apto_com_ressalva,junho26,H4:Q40,https://docs.google.com/spreadsheets/d/1u-nbp0DMjL0y5a2A-klO4wXbzHVN5Mrylr_OM6z8Iy0/edit#gid=39289967,2026-09-17,Soma dos registros individuais; fecha com o total de bandejas da aba.
mudas,bandejas_por_cultura,2026-06,Alface Crespa,16,bandejas,Campo Grande (MS),municipio,apto_com_ressalva,junho26,H4:Q40,https://docs.google.com/spreadsheets/d/1u-nbp0DMjL0y5a2A-klO4wXbzHVN5Mrylr_OM6z8Iy0/edit#gid=39289967,2026-09-17,Soma dos registros individuais; fecha com o total de bandejas da aba.
mudas,bandejas_por_cultura,2026-06,Alface Roxa,1,bandejas,Campo Grande (MS),municipio,apto_com_ressalva,junho26,H4:Q40,https://docs.google.com/spreadsheets/d/1u-nbp0DMjL0y5a2A-klO4wXbzHVN5Mrylr_OM6z8Iy0/edit#gid=39289967,2026-09-17,Soma dos registros individuais; fecha com o total de bandejas da aba.
mudas,bandejas_por_cultura,2026-06,Almeirão,3,bandejas,Campo Grande (MS),municipio,apto_com_ressalva,junho26,H4:Q40,https://docs.google.com/spreadsheets/d/1u-nbp0DMjL0y5a2A-klO4wXbzHVN5Mrylr_OM6z8Iy0/edit#gid=39289967,2026-09-17,Soma dos registros individuais; fecha com o total de bandejas da aba.
mudas,bandejas_por_cultura,2026-06,Cebolinha,13,bandejas,Campo Grande (MS),municipio,apto_com_ressalva,junho26,H4:Q40,https://docs.google.com/spreadsheets/d/1u-nbp0DMjL0y5a2A-klO4wXbzHVN5Mrylr_OM6z8Iy0/edit#gid=39289967,2026-09-17,Soma dos registros individuais; fecha com o total de bandejas da aba.
mudas,bandejas_por_cultura,2026-06,Coentro,9,bandejas,Campo Grande (MS),municipio,apto_com_ressalva,junho26,H4:Q40,https://docs.google.com/spreadsheets/d/1u-nbp0DMjL0y5a2A-klO4wXbzHVN5Mrylr_OM6z8Iy0/edit#gid=39289967,2026-09-17,Soma dos registros individuais; fecha com o total de bandejas da aba.
mudas,bandejas_por_cultura,2026-06,Couve,8,bandejas,Campo Grande (MS),municipio,apto_com_ressalva,junho26,H4:Q40,https://docs.google.com/spreadsheets/d/1u-nbp0DMjL0y5a2A-klO4wXbzHVN5Mrylr_OM6z8Iy0/edit#gid=39289967,2026-09-17,Soma dos registros individuais; fecha com o total de bandejas da aba.
mudas,bandejas_por_cultura,2026-06,Rúcula,5,bandejas,Campo Grande (MS),municipio,apto_com_ressalva,junho26,H4:Q40,https://docs.google.com/spreadsheets/d/1u-nbp0DMjL0y5a2A-klO4wXbzHVN5Mrylr_OM6z8Iy0/edit#gid=39289967,2026-09-17,Soma dos registros individuais; fecha com o total de bandejas da aba.
mudas,bandejas_por_cultura,2026-06,Salsa,11,bandejas,Campo Grande (MS),municipio,apto_com_ressalva,junho26,H4:Q40,https://docs.google.com/spreadsheets/d/1u-nbp0DMjL0y5a2A-klO4wXbzHVN5Mrylr_OM6z8Iy0/edit#gid=39289967,2026-09-17,Soma dos registros individuais; fecha com o total de bandejas da aba.
mudas,entregas_registradas,2026-07,Total,10,entregas,Campo Grande (MS),municipio,apto_com_ressalva,julho26,A4:Q40,https://docs.google.com/spreadsheets/d/1u-nbp0DMjL0y5a2A-klO4wXbzHVN5Mrylr_OM6z8Iy0/edit#gid=2114305544,2026-09-17,Somado dos lançamentos da aba mensal; entregas não equivalem a beneficiários únicos. O painel-resumo diverge.
mudas,bandejas_entregues,2026-07,Total,97,bandejas,Campo Grande (MS),municipio,apto_com_ressalva,julho26,A4:Q40,https://docs.google.com/spreadsheets/d/1u-nbp0DMjL0y5a2A-klO4wXbzHVN5Mrylr_OM6z8Iy0/edit#gid=2114305544,2026-09-17,Somado dos lançamentos da aba mensal; entregas não equivalem a beneficiários únicos. O painel-resumo diverge.
mudas,mudas_entregues,2026-07,Total,16000,mudas,Campo Grande (MS),municipio,apto_com_ressalva,julho26,A4:Q40,https://docs.google.com/spreadsheets/d/1u-nbp0DMjL0y5a2A-klO4wXbzHVN5Mrylr_OM6z8Iy0/edit#gid=2114305544,2026-09-17,Somado dos lançamentos da aba mensal; entregas não equivalem a beneficiários únicos. O painel-resumo diverge.
mudas,bandejas_por_cultura,2026-07,Alface Americana,20,bandejas,Campo Grande (MS),municipio,apto_com_ressalva,julho26,H4:Q40,https://docs.google.com/spreadsheets/d/1u-nbp0DMjL0y5a2A-klO4wXbzHVN5Mrylr_OM6z8Iy0/edit#gid=2114305544,2026-09-17,Soma dos registros individuais; fecha com o total de bandejas da aba.
mudas,bandejas_por_cultura,2026-07,Alface Lisa,2,bandejas,Campo Grande (MS),municipio,apto_com_ressalva,julho26,H4:Q40,https://docs.google.com/spreadsheets/d/1u-nbp0DMjL0y5a2A-klO4wXbzHVN5Mrylr_OM6z8Iy0/edit#gid=2114305544,2026-09-17,Soma dos registros individuais; fecha com o total de bandejas da aba.
mudas,bandejas_por_cultura,2026-07,Alface Crespa,23,bandejas,Campo Grande (MS),municipio,apto_com_ressalva,julho26,H4:Q40,https://docs.google.com/spreadsheets/d/1u-nbp0DMjL0y5a2A-klO4wXbzHVN5Mrylr_OM6z8Iy0/edit#gid=2114305544,2026-09-17,Soma dos registros individuais; fecha com o total de bandejas da aba.
mudas,bandejas_por_cultura,2026-07,Almeirão,7,bandejas,Campo Grande (MS),municipio,apto_com_ressalva,julho26,H4:Q40,https://docs.google.com/spreadsheets/d/1u-nbp0DMjL0y5a2A-klO4wXbzHVN5Mrylr_OM6z8Iy0/edit#gid=2114305544,2026-09-17,Soma dos registros individuais; fecha com o total de bandejas da aba.
mudas,bandejas_por_cultura,2026-07,Cebolinha,7,bandejas,Campo Grande (MS),municipio,apto_com_ressalva,julho26,H4:Q40,https://docs.google.com/spreadsheets/d/1u-nbp0DMjL0y5a2A-klO4wXbzHVN5Mrylr_OM6z8Iy0/edit#gid=2114305544,2026-09-17,Soma dos registros individuais; fecha com o total de bandejas da aba.
